mercado_name,mes,agente_name,vtpui_miles_millones_cop,recaudo_propio_miles_millones_cop,giros_recibidos_miles_millones_cop,pct_apalancamiento_cior,param_rcpui,param_competitivo,param_cfpui
,2024-08-01,ENEL COLOMBIA SA ESP,4.3836014948811074e-05,4.3836014948811074e-05,0,201364.94815958425,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.34847758966722e-05,4.34847758966722e-05,0,201170.70836150603,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.804510959411823e-05,4.804510959411823e-05,0,201045.60400449505,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.659254624923827e-05,4.659254624923827e-05,0,198836.46149902447,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.67001685671703e-05,4.67001685671703e-05,0,196886.9109935266,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.009722023447716e-05,5.009722023447716e-05,0,196823.64506214418,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.598985300443894e-05,4.598985300443894e-05,0,196268.66556506607,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.639978912642206e-05,4.639978912642206e-05,0,195016.69712956017,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.588902515642428e-05,4.588902515642428e-05,0,192438.00216145127,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.807915536888039e-05,4.807915536888039e-05,0,185973.82769402108,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.734337463809726e-05,4.734337463809726e-05,0,185018.55388811757,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5120184847481256e-05,4.5120184847481256e-05,0,181728.34225821338,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.378781554818838e-05,4.378781554818838e-05,0,181024.53978052747,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.914077196609349e-05,4.914077196609349e-05,0,177418.42179772674,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,4.9950246627006355e-05,4.9950246627006355e-05,0,175806.2159678049,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.964837043565352e-05,4.964837043565352e-05,0,175679.79615928026,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6046529115153566e-05,4.6046529115153566e-05,0,174862.36740520122,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.730241622756286e-05,4.730241622756286e-05,0,174224.19865778426,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.2516528397741636e-05,4.2516528397741636e-05,0,174118.13304706506,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3839681441067905e-05,4.3839681441067905e-05,0,172326.62210440807,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.661624536164001e-05,4.661624536164001e-05,0,171606.0108142239,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9236610532459564e-05,4.9236610532459564e-05,0,169837.91023051046,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.86637359010601e-05,4.86637359010601e-05,0,169705.28104035984,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.759866279762973e-05,4.759866279762973e-05,0,169556.09435927175,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6596760801702466e-05,4.6596760801702466e-05,0,168512.76075612742,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.6403567807740756e-05,4.6403567807740756e-05,0,168277.6921181757,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.348900736805208e-05,4.348900736805208e-05,0,168223.32308524626,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6018533899371544e-05,4.6018533899371544e-05,0,167966.99958776045,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.893708341934869e-05,4.893708341934869e-05,0,167576.03386592647,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.896712638098473e-05,4.896712638098473e-05,0,166794.95781820096,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6704532834433685e-05,4.6704532834433685e-05,0,166276.9777509982,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.561684929699041e-05,4.561684929699041e-05,0,166052.75726498011,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8014949585495445e-05,4.8014949585495445e-05,0,166028.3035909267,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0102012014114356e-05,5.0102012014114356e-05,0,165626.73894298304,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.5994186936910206e-05,4.5994186936910206e-05,0,165620.38602958806,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.805025327772047e-05,4.805025327772047e-05,0,165422.6063132204,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.8067234025852055e-05,4.8067234025852055e-05,0,162477.3111829981,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.589343488499484e-05,4.589343488499484e-05,0,162392.15038566137,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.734762356420443e-05,4.734762356420443e-05,0,158659.17837459446,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.280391989736594e-05,4.280391989736594e-05,0,158621.58124834884,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.808376897603903e-05,4.808376897603903e-05,0,157798.3365664992,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.512473509328221e-05,4.512473509328221e-05,0,153568.6374654134,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3792145475188214e-05,4.3792145475188214e-05,0,153527.24088313527,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.603046514274512e-05,4.603046514274512e-05,0,116989.19520720781,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.660896271175598e-05,4.660896271175598e-05,0,116898.3550647226,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.600611543261111e-05,4.600611543261111e-05,0,115835.2731830508,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9155498924170634e-05,4.9155498924170634e-05,0,115808.10339332242,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6060035192153075e-05,4.6060035192153075e-05,0,115558.87468084063,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.641621502117455e-05,4.641621502117455e-05,0,115344.76457558728,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.350092974371312e-05,4.350092974371312e-05,0,115106.88830946172,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0115286387938264e-05,5.0115286387938264e-05,0,115091.46858460769,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.252918415764095e-05,4.252918415764095e-05,0,114657.79516775013,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.735910001973615e-05,4.735910001973615e-05,0,114570.92791075143,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6630049336910465e-05,4.6630049336910465e-05,0,113762.77698917716,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3852806807278456e-05,4.3852806807278456e-05,0,113654.21493360121,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7612522032104696e-05,4.7612522032104696e-05,0,113492.48444940001,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9251081417721374e-05,4.9251081417721374e-05,0,113266.352252208,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9664032453460625e-05,4.9664032453460625e-05,0,113012.76023089829,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.898127183013464e-05,4.898127183013464e-05,0,112538.07644993078,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.80804145082887e-05,4.80804145082887e-05,0,112378.66579668598,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,4.996627754312664e-05,4.996627754312664e-05,0,112368.59928230017,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.8951450170185254e-05,4.8951450170185254e-05,0,112297.06990923114,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7317551011423915e-05,4.7317551011423915e-05,0,111842.47738751477,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.671838997513537e-05,4.671838997513537e-05,0,111323.54275564603,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.867880713389655e-05,4.867880713389655e-05,0,111217.27853604373,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5630386361099616e-05,4.5630386361099616e-05,0,111215.80899402154,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.281547315238047e-05,4.281547315238047e-05,0,111047.87008132706,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.590677034705038e-05,4.590677034705038e-05,0,110308.70736774943,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.802965586917256e-05,4.802965586917256e-05,0,110038.00358148076,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.513652247271304e-05,4.513652247271304e-05,0,109581.54487107418,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.380398196455828e-05,4.380398196455828e-05,0,108481.72955817959,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.809795545699551e-05,4.809795545699551e-05,0,107649.1150012644,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.806598750066738e-05,4.806598750066738e-05,0,107277.29077612382,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6063601382581757e-05,4.6063601382581757e-05,0,106061.23063426994,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.925443387513437e-05,4.925443387513437e-05,0,105152.08062173956,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.011944460758085e-05,5.011944460758085e-05,0,105050.92121447426,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.606443800266977e-05,4.606443800266977e-05,0,104054.9164299221,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.661445223414936e-05,4.661445223414936e-05,0,102740.81252829573,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0120791482300016e-05,5.0120791482300016e-05,0,102164.01945975628,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.732186698275573e-05,4.732186698275573e-05,0,101480.69127802995,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9256563032186165e-05,4.9256563032186165e-05,0,100576.06301590604,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.8957456796612443e-05,4.8957456796612443e-05,0,98686.4590711865,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.732320997190414e-05,4.732320997190414e-05,0,98637.1323375282,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6616749917000265e-05,4.6616749917000265e-05,0,97783.99672042274,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.563622264127953e-05,4.563622264127953e-05,0,97354.7620821954,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.967138986466879e-05,4.967138986466879e-05,0,96793.18643501488,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3859710975545826e-05,4.3859710975545826e-05,0,96391.1254975465,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.967178347941888e-05,4.967178347941888e-05,0,96055.65383214835,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.385989419381835e-05,4.385989419381835e-05,0,96004.1527242678,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.6014450478879206e-05,4.6014450478879206e-05,0,95728.23542582673,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.663826848072153e-05,4.663826848072153e-05,0,94747.22360459296,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.8959666546371276e-05,4.8959666546371276e-05,0,94474.01602695833,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5143324879333984e-05,4.5143324879333984e-05,0,94037.3438083874,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.563808742904966e-05,4.563808742904966e-05,0,93626.37498468353,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.868709213221396e-05,4.868709213221396e-05,0,93502.4117650405,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.899019022738827e-05,4.899019022738827e-05,0,93385.71134402147,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.762182526534928e-05,4.762182526534928e-05,0,92877.89519132175,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9166012602197236e-05,4.9166012602197236e-05,0,92801.54864280779,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.736896171300483e-05,4.736896171300483e-05,0,92486.7640459364,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.601617280609883e-05,4.601617280609883e-05,0,92413.48920267512,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.808980090669824e-05,4.808980090669824e-05,0,92145.0710884002,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7622261812740195e-05,4.7622261812740195e-05,0,92092.96411841804,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,4.997653954592741e-05,4.997653954592741e-05,0,91283.37961237924,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6727649634924896e-05,4.6727649634924896e-05,0,91185.7791208933,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.810602660634422e-05,4.810602660634422e-05,0,91165.48279241053,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6640381963845794e-05,4.6640381963845794e-05,0,90842.67439944104,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,4.997684160081884e-05,4.997684160081884e-05,0,90781.97705645606,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8038996953239e-05,4.8038996953239e-05,0,90625.72557488701,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.916737270702516e-05,4.916737270702516e-05,0,90476.3220275338,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.8991990284146954e-05,4.8991990284146954e-05,0,90284.47139233512,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.25396060635683e-05,4.25396060635683e-05,0,89491.28316689937,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3511746907254e-05,4.3511746907254e-05,0,89474.33898442834,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.381255499469451e-05,4.381255499469451e-05,0,89468.79685032736,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6728709340008705e-05,4.6728709340008705e-05,0,89336.3303058024,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.5916904001324934e-05,4.5916904001324934e-05,0,88692.49730195825,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.25400631399111e-05,4.25400631399111e-05,0,88638.02372791893,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.804023518593246e-05,4.804023518593246e-05,0,88554.86336361445,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6043401922744e-05,4.6043401922744e-05,0,88022.88141254308,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.351264579420388e-05,4.351264579420388e-05,0,87848.72425144643,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.604356443630983e-05,4.604356443630983e-05,0,87749.94733142114,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8076048243010185e-05,4.8076048243010185e-05,0,87590.9930137367,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.282595475893774e-05,4.282595475893774e-05,0,87294.93435799994,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.8092745465575675e-05,4.8092745465575675e-05,0,87218.77601908821,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3813863225894786e-05,4.3813863225894786e-05,0,87138.28314390054,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.2826251670608506e-05,4.2826251670608506e-05,0,86769.19313095513,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.643000374886383e-05,4.643000374886383e-05,0,85889.2040241455,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.643003684704522e-05,4.643003684704522e-05,0,85836.5875447841,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.591874922191046e-05,4.591874922191046e-05,0,85636.785977662,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5148419692072574e-05,4.5148419692072574e-05,0,85006.11600569708,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.811019967858102e-05,4.811019967858102e-05,0,84477.37332633098,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.737385238535725e-05,4.737385238535725e-05,0,84417.12403927735,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.869274187998046e-05,4.869274187998046e-05,0,84341.40711493058,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.808169656171242e-05,4.808169656171242e-05,0,79409.7507690915,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6091265682236875e-05,4.6091265682236875e-05,0,64767.4565444524,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.928491226143853e-05,4.928491226143853e-05,0,63678.57979522141,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.806342621921791e-05,4.806342621921791e-05,0,62014.33218946178,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.56635158665376e-05,4.56635158665376e-05,0,61506.440376741906,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.609532496853762e-05,4.609532496853762e-05,0,61267.306162702254,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.919383247914593e-05,4.919383247914593e-05,0,60826.75171346843,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.666610909148539e-05,4.666610909148539e-05,0,60495.41929269681,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.97025857965381e-05,4.97025857965381e-05,0,60174.78210751965,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6067843235827394e-05,4.6067843235827394e-05,0,59969.894720165255,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6096967932062444e-05,4.6096967932062444e-05,0,59955.891706419854,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.735444448460863e-05,4.735444448460863e-05,0,59718.91398959124,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3887641528189744e-05,4.3887641528189744e-05,0,59704.477247252566,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.000547740787346e-05,5.000547740787346e-05,0,59696.042511559914,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9290068601276946e-05,4.9290068601276946e-05,0,59695.285255395844,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.675471412887407e-05,4.675471412887407e-05,0,59648.29071794385,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.2563439784443704e-05,4.2563439784443704e-05,0,59583.22814709018,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.664742719651507e-05,4.664742719651507e-05,0,59473.915264444986,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.015599565856415e-05,5.015599565856415e-05,0,59456.83664946403,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3536272087779666e-05,4.3536272087779666e-05,0,59456.076450923174,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.284896902030761e-05,4.284896902030761e-05,0,59398.36761582521,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.871716266447156e-05,4.871716266447156e-05,0,59249.424465809876,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.902051128133284e-05,4.902051128133284e-05,0,59157.199855166575,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9290879563809696e-05,4.9290879563809696e-05,0,59113.72245717579,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.765109128392897e-05,4.765109128392897e-05,0,59105.334201750156,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.604455550684047e-05,4.604455550684047e-05,0,58838.79559402459,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0156978805922956e-05,5.0156978805922956e-05,0,58770.73493495613,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.739862164026465e-05,4.739862164026465e-05,0,58545.963612699335,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.811977590763755e-05,4.811977590763755e-05,0,58505.714345283275,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.899156009233125e-05,4.899156009233125e-05,0,58458.7969416021,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.664909994706278e-05,4.664909994706278e-05,0,58229.9561917764,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.645569288778309e-05,4.645569288778309e-05,0,58199.68588601326,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.594414940413671e-05,4.594414940413671e-05,0,58088.08862612776,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.80686766279576e-05,4.80686766279576e-05,0,58073.83761415935,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.8136409864734784e-05,4.8136409864734784e-05,0,57830.59117781876,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5668236587346757e-05,4.5668236587346757e-05,0,57823.70111887176,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9198671674696906e-05,4.9198671674696906e-05,0,57387.32156140221,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.735771061480178e-05,4.735771061480178e-05,0,57352.64180998564,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.384009505166486e-05,4.384009505166486e-05,0,57241.019499863534,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8105828651972867e-05,4.8105828651972867e-05,0,56759.45913341435,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.389173466111792e-05,4.389173466111792e-05,0,56550.32666910289,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7359234438079286e-05,4.7359234438079286e-05,0,56311.63859121789,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.00110238232991e-05,5.00110238232991e-05,0,55983.05207436923,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.517605112118927e-05,4.517605112118927e-05,0,55893.42777912722,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6672481369452446e-05,4.6672481369452446e-05,0,55872.35540378889,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.285357903213497e-05,4.285357903213497e-05,0,55824.86275326006,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9709178571787634e-05,4.9709178571787634e-05,0,55719.90903327771,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.016185026380385e-05,5.016185026380385e-05,0,55592.103682034984,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.9025972521463194e-05,4.9025972521463194e-05,0,55493.683659272276,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3893240129307614e-05,4.3893240129307614e-05,0,55472.451138011624,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.8124596388552274e-05,4.8124596388552274e-05,0,55261.35983788654,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.665357572647864e-05,4.665357572647864e-05,0,55143.82796586904,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.971011055259568e-05,4.971011055259568e-05,0,55142.81255972326,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.667391624801547e-05,4.667391624801547e-05,0,54927.17415803488,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6075246117161795e-05,4.6075246117161795e-05,0,54690.63814824303,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.8997436884168665e-05,4.8997436884168665e-05,0,54621.91772548637,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.567294539273894e-05,4.567294539273894e-05,0,54564.84115385004,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.605070015058585e-05,4.605070015058585e-05,0,54548.360077840975,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6762094214544454e-05,4.6762094214544454e-05,0,54507.63172465163,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.257039704456178e-05,4.257039704456178e-05,0,54287.189048673914,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.740530787116794e-05,4.740530787116794e-05,0,54072.63009727902,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3543946674464554e-05,4.3543946674464554e-05,0,53807.104031842326,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.605192254265322e-05,4.605192254265322e-05,0,53768.38909774639,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7659129559582415e-05,4.7659129559582415e-05,0,53738.295037212825,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.8725605459811375e-05,4.8725605459811375e-05,0,53723.729110845954,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.8142867540862235e-05,4.8142867540862235e-05,0,53660.3245811972,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.81108750294219e-05,4.81108750294219e-05,0,53564.52427856956,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.9000116695885456e-05,4.9000116695885456e-05,0,53034.643790984024,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.595202948915144e-05,4.595202948915144e-05,0,52816.90961228685,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.001692484737318e-05,5.001692484737318e-05,0,52508.31939035908,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.92070039660283e-05,4.92070039660283e-05,0,52295.77470876394,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.646482528356546e-05,4.646482528356546e-05,0,52215.42133588247,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.384771131137776e-05,4.384771131137776e-05,0,52055.39121161859,0.03,f,0.025
