mercado_name,mes,agente_name,vtpui_miles_millones_cop,recaudo_propio_miles_millones_cop,giros_recibidos_miles_millones_cop,pct_apalancamiento_cior,param_rcpui,param_competitivo,param_cfpui
,2025-11-01,ENEL COLOMBIA SA ESP,4.9032117545045245e-05,4.9032117545045245e-05,0,51878.65693485388,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.76627347101414e-05,4.76627347101414e-05,0,51635.406755373835,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.676702099172347e-05,4.676702099172347e-05,0,51542.21722001182,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5182888355979926e-05,4.5182888355979926e-05,0,51526.83446999799,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6081142221954253e-05,4.6081142221954253e-05,0,51107.30745315887,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.595558185797955e-05,4.595558185797955e-05,0,50741.19098181112,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.518430412812842e-05,4.518430412812842e-05,0,50706.56032572967,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.257699053235223e-05,4.257699053235223e-05,0,50069.47478265029,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3851325092715704e-05,4.3851325092715704e-05,0,49910.022634707726,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.813400041853322e-05,4.813400041853322e-05,0,49866.697558843734,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.741292021921612e-05,4.741292021921612e-05,0,49745.266857950446,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.815065172586467e-05,4.815065172586467e-05,0,49368.945067167144,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.647006117322836e-05,4.647006117322836e-05,0,49308.59849806077,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8119155563951347e-05,4.8119155563951347e-05,0,49035.420191565885,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.808468970557603e-05,4.808468970557603e-05,0,48646.44733847252,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.873538930510145e-05,4.873538930510145e-05,0,48483.82879122501,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.286534022427744e-05,4.286534022427744e-05,0,48396.64792423189,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.355389090957211e-05,4.355389090957211e-05,0,47909.06924944557,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6119721483728043e-05,4.6119721483728043e-05,0,46246.667008795586,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9316644457524394e-05,4.9316644457524394e-05,0,45141.63154664954,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.809252798799098e-05,4.809252798799098e-05,0,45065.47465152497,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.569272917539199e-05,4.569272917539199e-05,0,44118.20950365024,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.922732688117783e-05,4.922732688117783e-05,0,42992.285117958076,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.609821524716402e-05,4.609821524716402e-05,0,42957.32905996586,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.391694888302133e-05,4.391694888302133e-05,0,42665.460900436185,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.287748927260391e-05,4.287748927260391e-05,0,42548.3388651482,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7682857142018585e-05,4.7682857142018585e-05,0,42379.04109349423,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.874988644723116e-05,4.874988644723116e-05,0,42361.69244417002,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.01900056234149e-05,5.01900056234149e-05,0,42352.84325495099,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6679293567052115e-05,4.6679293567052115e-05,0,42270.9571677628,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.816732206733113e-05,4.816732206733113e-05,0,42150.016788407745,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9737984566525295e-05,4.9737984566525295e-05,0,42101.34338953931,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.678746536436314e-05,4.678746536436314e-05,0,42049.33498152323,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.0040905342425874e-05,5.0040905342425874e-05,0,41931.871538470594,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.670035872067226e-05,4.670035872067226e-05,0,41873.23586049973,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.743105950984665e-05,4.743105950984665e-05,0,41778.21875490713,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.738865938727772e-05,4.738865938727772e-05,0,41697.08739225735,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.356745715311745e-05,4.356745715311745e-05,0,41676.74887988875,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.902537437037699e-05,4.902537437037699e-05,0,41632.08783235059,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.905580003166346e-05,4.905580003166346e-05,0,41467.87239982437,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3869261973244716e-05,4.3869261973244716e-05,0,41434.22684366651,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.815391279616269e-05,4.815391279616269e-05,0,41324.66616886869,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.607788800637282e-05,4.607788800637282e-05,0,41242.08570248548,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.288181293576911e-05,4.288181293576911e-05,0,40793.97121194854,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.5977830452856185e-05,4.5977830452856185e-05,0,40718.73214241416,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.259700710124109e-05,4.259700710124109e-05,0,40513.873914187054,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.64924192645862e-05,4.64924192645862e-05,0,39838.279790778695,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.814250403429135e-05,4.814250403429135e-05,0,39595.27851010003,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.613650749278004e-05,4.613650749278004e-05,0,39571.50445000657,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.933442276028054e-05,4.933442276028054e-05,0,38811.716424393926,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.816176093692633e-05,4.816176093692633e-05,0,38711.12124351043,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.52119958970743e-05,4.52119958970743e-05,0,38666.73055086172,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9241207910544234e-05,4.9241207910544234e-05,0,38334.258067020084,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.906684042068488e-05,4.906684042068488e-05,0,37920.35746400715,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.020501455112417e-05,5.020501455112417e-05,0,37581.76659545607,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6693553545382235e-05,4.6693553545382235e-05,0,37426.53002068157,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8114326434733994e-05,4.8114326434733994e-05,0,37407.510519602176,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.61435000356942e-05,4.61435000356942e-05,0,37327.13790480711,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.975319828686717e-05,4.975319828686717e-05,0,37288.041564320614,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.924504069493239e-05,4.924504069493239e-05,0,37220.76009440873,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.671475276750878e-05,4.671475276750878e-05,0,37076.61664144709,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.680238458740966e-05,4.680238458740966e-05,0,37067.384990115126,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.571239303445812e-05,4.571239303445812e-05,0,37064.9996232993,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.611543991784593e-05,4.611543991784593e-05,0,37003.968280035486,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.87666603963994e-05,4.87666603963994e-05,0,36961.50688458104,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.740395022991758e-05,4.740395022991758e-05,0,36741.85432318151,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.744694486202445e-05,4.744694486202445e-05,0,36639.32450188688,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.609215876685657e-05,4.609215876685657e-05,0,36560.82409838803,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.614624035206519e-05,4.614624035206519e-05,0,36515.5151373596,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.770094138389054e-05,4.770094138389054e-05,0,36498.84437586872,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.393458705978793e-05,4.393458705978793e-05,0,36411.52339498696,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.907236861288113e-05,4.907236861288113e-05,0,36362.71582572082,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.818642026758613e-05,4.818642026758613e-05,0,36102.177713353754,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.904371744681209e-05,4.904371744681209e-05,0,36009.47522442076,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.28959360048537e-05,4.28959360048537e-05,0,35951.84195523165,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3885500684960727e-05,4.3885500684960727e-05,0,35912.851583588206,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9344842153854885e-05,4.9344842153854885e-05,0,35864.339887354254,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.006120792898498e-05,5.006120792898498e-05,0,35822.929087837976,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.817212701768917e-05,4.817212701768917e-05,0,35726.69238584121,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.26117944971007e-05,4.26117944971007e-05,0,35507.66324543039,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.358565685734917e-05,4.358565685734917e-05,0,35484.17168714181,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.599461381330341e-05,4.599461381330341e-05,0,35438.37012829243,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.877334979105971e-05,4.877334979105971e-05,0,35173.36962440416,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.572026142506122e-05,4.572026142506122e-05,0,34836.46123927696,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.650928286188712e-05,4.650928286188712e-05,0,34797.421424290864,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.522497255515593e-05,4.522497255515593e-05,0,34795.15985570158,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.021602526165475e-05,5.021602526165475e-05,0,34713.02174366358,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5721344848075115e-05,4.5721344848075115e-05,0,34550.4246089289,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7708845285119445e-05,4.7708845285119445e-05,0,34411.99194474661,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.976443341501534e-05,4.976443341501534e-05,0,34384.96598506135,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.812670729788679e-05,4.812670729788679e-05,0,34114.91041354133,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.359106553165829e-05,4.359106553165829e-05,0,33983.544633099475,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.81272913157627e-05,4.81272913157627e-05,0,33973.851613908504,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8162965620430137e-05,4.8162965620430137e-05,0,33879.37527853701,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.8163189662473335e-05,4.8163189662473335e-05,0,33825.908850825894,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.905252037142447e-05,4.905252037142447e-05,0,33817.63918306274,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9355488464215694e-05,4.9355488464215694e-05,0,33281.85948454385,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7419220844586624e-05,4.7419220844586624e-05,0,32843.88843462394,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.007402705560317e-05,5.007402705560317e-05,0,32805.25539484435,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9263458218815355e-05,4.9263458218815355e-05,0,32661.859454675745,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0225661095619445e-05,5.0225661095619445e-05,0,32539.333069055687,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.97734980642387e-05,4.97734980642387e-05,0,32352.73644123373,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.7422017316929e-05,4.7422017316929e-05,0,32217.953878087843,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.908976874522762e-05,4.908976874522762e-05,0,32199.629487278053,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.291026392981071e-05,4.291026392981071e-05,0,32087.857835606213,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.9061339930343e-05,4.9061339930343e-05,0,31873.864687151145,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.6715883465869345e-05,4.6715883465869345e-05,0,31731.908649337925,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.818957764711946e-05,4.818957764711946e-05,0,31622.579637662777,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7721039966168497e-05,4.7721039966168497e-05,0,31622.42529518176,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6136697091571234e-05,4.6136697091571234e-05,0,31599.428114721657,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.008016328277169e-05,5.008016328277169e-05,0,31533.71738635914,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6737156904270463e-05,4.6737156904270463e-05,0,31466.27446397535,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.611276064335415e-05,4.611276064335415e-05,0,31413.329259516388,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.262856508579237e-05,4.262856508579237e-05,0,31143.249781585168,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6826749203332635e-05,4.6826749203332635e-05,0,31058.034171267343,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.8792155378746277e-05,4.8792155378746277e-05,0,30962.36770892493,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3603617795162984e-05,4.3603617795162984e-05,0,30946.31098502183,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.7470904166240574e-05,4.7470904166240574e-05,0,30905.628138382388,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.395616256077276e-05,4.395616256077276e-05,0,30875.495932838316,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3906102042290764e-05,4.3906102042290764e-05,0,30719.513230192813,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.67208061220394e-05,4.67208061220394e-05,0,30702.078977227102,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.601519835090469e-05,4.601519835090469e-05,0,30575.37883599585,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.8210762039684285e-05,4.8210762039684285e-05,0,30520.618306840817,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.817903365998777e-05,4.817903365998777e-05,0,30429.810467659598,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5243647179617846e-05,4.5243647179617846e-05,0,30412.913539619825,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.652988591650637e-05,4.652988591650637e-05,0,30138.29970809921,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.6119416310327056e-05,4.6119416310327056e-05,0,30046.66745263727,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6173424497360365e-05,4.6173424497360365e-05,0,30036.686056920684,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.674597016638601e-05,4.674597016638601e-05,0,29698.47931742276,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.396320120542293e-05,4.396320120542293e-05,0,29416.42172393358,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.937502618447484e-05,4.937502618447484e-05,0,29397.184448514163,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6835567171658293e-05,4.6835567171658293e-05,0,29336.735027522558,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.6177198022602603e-05,4.6177198022602603e-05,0,29314.688137404955,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.602294764827554e-05,4.602294764827554e-05,0,29073.45599114073,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.815153602097467e-05,4.815153602097467e-05,0,28996.55893950275,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9377379898000846e-05,4.9377379898000846e-05,0,28989.552384743507,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.615173772621774e-05,4.615173772621774e-05,0,28639.775754336562,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5748769833548115e-05,4.5748769833548115e-05,0,28605.056143210943,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.0248978970483276e-05,5.0248978970483276e-05,0,28257.42648811267,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.822366035961741e-05,4.822366035961741e-05,0,28209.616490516913,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.748656511703718e-05,4.748656511703718e-05,0,28037.668398094127,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9798022825384764e-05,4.9798022825384764e-05,0,27892.6106296671,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.928936724061923e-05,4.928936724061923e-05,0,27861.26051235854,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3921897218853604e-05,4.3921897218853604e-05,0,27653.49072645572,0.03,f,0.025
,2025-09-01,ENEL COLOMBIA SA ESP,5.02529554794466e-05,5.02529554794466e-05,0,27637.22057329192,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.7742817744123946e-05,4.7742817744123946e-05,0,27623.456061183304,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.744672002304472e-05,4.744672002304472e-05,0,27575.644907406604,0.03,f,0.025
,2025-08-01,ENEL COLOMBIA SA ESP,4.744760843758018e-05,4.744760843758018e-05,0,27433.48139840482,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.675980858776093e-05,4.675980858776093e-05,0,27291.03382800048,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.9117108014469674e-05,4.9117108014469674e-05,0,27290.495579665378,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.2934074276822214e-05,4.2934074276822214e-05,0,27225.25717774206,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.674031411780536e-05,4.674031411780536e-05,0,27203.389669586148,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.881391302723105e-05,4.881391302723105e-05,0,27195.399522049473,0.03,f,0.025
,2024-09-01,ENEL COLOMBIA SA ESP,4.67405330298257e-05,4.67405330298257e-05,0,27168.647049961648,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.010581551330999e-05,5.010581551330999e-05,0,27136.626123460224,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5757406079896186e-05,4.5757406079896186e-05,0,27134.67916905571,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3623618991511055e-05,4.3623618991511055e-05,0,27088.5974726595,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5261923051561556e-05,4.5261923051561556e-05,0,27075.7008597774,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.9088597944525e-05,4.9088597944525e-05,0,27065.795233690358,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.613636354383325e-05,4.613636354383325e-05,0,27050.105352450963,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.82155542899732e-05,4.82155542899732e-05,0,27004.744060785135,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.654791247397744e-05,4.654791247397744e-05,0,26977.871960232296,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.3976691427245964e-05,4.3976691427245964e-05,0,26973.390440046813,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.265028898469969e-05,4.265028898469969e-05,0,26865.73102795291,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6162477740320465e-05,4.6162477740320465e-05,0,26844.405756423697,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.68505977423895e-05,4.68505977423895e-05,0,26804.53715854333,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.603682118062742e-05,4.603682118062742e-05,0,26723.330348393552,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9806789374282333e-05,4.9806789374282333e-05,0,26582.65002086571,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.265233323143448e-05,4.265233323143448e-05,0,26522.927727363374,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.749657202681111e-05,4.749657202681111e-05,0,26468.236957317167,0.03,f,0.025
,2026-02-01,ENEL COLOMBIA SA ESP,4.820376181269206e-05,4.820376181269206e-05,0,26307.52807225087,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.6553748506557116e-05,4.6553748506557116e-05,0,26092.06225345797,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.823797352669603e-05,4.823797352669603e-05,0,26023.026484893784,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.393241017967339e-05,4.393241017967339e-05,0,25930.91095411895,0.03,f,0.025
,2024-08-01,ENEL COLOMBIA SA ESP,4.39833786193809e-05,4.39833786193809e-05,0,25906.847219085823,0.03,f,0.025
,2025-10-01,ENEL COLOMBIA SA ESP,4.909745198047504e-05,4.909745198047504e-05,0,25801.5568064227,0.03,f,0.025
,2024-11-01,ENEL COLOMBIA SA ESP,4.5270403219486675e-05,4.5270403219486675e-05,0,25763.911791995313,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6770919878665916e-05,4.6770919878665916e-05,0,25623.26920583645,0.03,f,0.025
,2024-10-01,ENEL COLOMBIA SA ESP,4.614653181188933e-05,4.614653181188933e-05,0,25522.874363111383,0.03,f,0.025
,2025-11-01,ENEL COLOMBIA SA ESP,4.9130704773537394e-05,4.9130704773537394e-05,0,25367.080604324008,0.03,f,0.025
,2026-01-01,ENEL COLOMBIA SA ESP,4.9308084653283904e-05,4.9308084653283904e-05,0,25186.877259075212,0.03,f,0.025
,2026-08-01,ENEL COLOMBIA SA ESP,4.620381997829228e-05,4.620381997829228e-05,0,25064.269734720743,0.03,f,0.025
,2025-06-01,ENEL COLOMBIA SA ESP,4.776083503679085e-05,4.776083503679085e-05,0,25007.12541950404,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.817818091306002e-05,4.817818091306002e-05,0,24975.346852759536,0.03,f,0.025
,2025-12-01,ENEL COLOMBIA SA ESP,5.012262042571679e-05,5.012262042571679e-05,0,24865.225073969694,0.03,f,0.025
,2025-01-01,ENEL COLOMBIA SA ESP,4.266353808417747e-05,4.266353808417747e-05,0,24789.19705454302,0.03,f,0.025
,2024-12-01,ENEL COLOMBIA SA ESP,4.6177835162650986e-05,4.6177835162650986e-05,0,24636.050627840086,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.686696092008844e-05,4.686696092008844e-05,0,24502.13121820572,0.03,f,0.025
,2026-06-01,ENEL COLOMBIA SA ESP,4.5775546380569614e-05,4.5775546380569614e-05,0,24490.433397850862,0.03,f,0.025
,2026-07-01,ENEL COLOMBIA SA ESP,4.9409288535298844e-05,4.9409288535298844e-05,0,24402.34106263209,0.03,f,0.025
,2024-05-01,ENEL COLOMBIA SA ESP,4.751250107355153e-05,4.751250107355153e-05,0,24302.795309516045,0.03,f,0.025
,2025-07-01,ENEL COLOMBIA SA ESP,4.9824489319922454e-05,4.9824489319922454e-05,0,24280.323995409584,0.03,f,0.025
,2024-04-01,ENEL COLOMBIA SA ESP,4.3944995187884715e-05,4.3944995187884715e-05,0,24131.454507840495,0.03,f,0.025
,2026-03-01,ENEL COLOMBIA SA ESP,4.8236919287599565e-05,4.8236919287599565e-05,0,24109.118941712728,0.03,f,0.025
,2026-05-01,ENEL COLOMBIA SA ESP,4.8185147985663674e-05,4.8185147985663674e-05,0,24101.391969855915,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.883792574460416e-05,4.883792574460416e-05,0,23976.07191204871,0.03,f,0.025
,2025-03-01,ENEL COLOMBIA SA ESP,4.6056920147233683e-05,4.6056920147233683e-05,0,23921.917668313752,0.03,f,0.025
,2024-07-01,ENEL COLOMBIA SA ESP,4.6784156891389574e-05,4.6784156891389574e-05,0,23884.446066007396,0.03,f,0.025
,2025-05-01,ENEL COLOMBIA SA ESP,4.883936774707001e-05,4.883936774707001e-05,0,23806.834615326774,0.03,f,0.025
,2024-03-01,ENEL COLOMBIA SA ESP,4.8256398722147516e-05,4.8256398722147516e-05,0,23662.014184151343,0.03,f,0.025
,2025-02-01,ENEL COLOMBIA SA ESP,4.6572063110152135e-05,4.6572063110152135e-05,0,23654.649502675868,0.03,f,0.025
,2024-06-01,ENEL COLOMBIA SA ESP,4.6873931509290056e-05,4.6873931509290056e-05,0,23637.21943464002,0.03,f,0.025
,2026-04-01,ENEL COLOMBIA SA ESP,4.295804558397088e-05,4.295804558397088e-05,0,23621.458072827823,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3647287058754416e-05,4.3647287058754416e-05,0,23606.37013776791,0.03,f,0.025
,2025-04-01,ENEL COLOMBIA SA ESP,4.3647367358901115e-05,4.3647367358901115e-05,0,23596.078985927597,0.03,f,0.025
