mercado_code,mes,agente_code,rol_pui,ventas_reg_kwh,pui_agente_mes,egreso_giro_cior,recaudo_real_agente,total_giros_cnior_mes,param_rcpui,param_pct_ae,param_factor_recaudo,param_competitivo,param_cfpui,mercado_name,agente_name,ingresos_pui_facturado,flujo_neto_caja_pui,pct_perdida_sobre_giro_cnior,pct_apalancamiento_cior
ANTIOQUIA,2024-03-01,EEPC,CNIOR,59224248.83000005,82.87986228954885,102.04770137215296,93.88388526238072,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,82.87986228954885,-8.163816109772242,-8.000000000000004,
ANTIOQUIA,2024-03-01,EBSC,CNIOR,78546571.39000005,109.9199930556454,135.34147278121267,124.51415495871565,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,109.9199930556454,-10.827317822497022,-8.000000000000005,
ANTIOQUIA,2024-03-01,CETC,CNIOR,15794851.679999983,22.10370174351854,27.21568174017287,25.03842720095904,48053.316616614844,0.03,0.10,0.92,f,0.025,,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,22.10370174351854,-2.1772545392138305,-8.000000000000004,
ANTIOQUIA,2024-03-01,CEOC,CNIOR,58812627.54000002,82.30382938909663,101.33844786011743,93.23137203130803,48053.316616614844,0.03,0.10,0.92,f,0.025,,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,82.30382938909663,-8.1070758288094,-8.000000000000005,
ANTIOQUIA,2024-03-01,TPLC,CNIOR,844955.8799999993,1.18245192397731,1.455920624040181,1.3394469741169666,48053.316616614844,0.03,0.10,0.92,f,0.025,,TERPEL ENERGÍA S.A.S. E.S.P.,1.18245192397731,-0.1164736499232144,-7.999999999999995,
ANTIOQUIA,2024-03-01,EPMC,CNIOR,665226090.3700004,930.933660628424,1146.2330845242493,1054.5344377623094,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,930.933660628424,-91.69864676193993,-7.999999999999999,
ANTIOQUIA,2024-03-01,EMEC,CNIOR,1253696.9000000006,1.7544541041472972,2.1602112207388187,1.9873943230797133,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,1.7544541041472972,-0.17281689765910535,-7.999999999999993,
ANTIOQUIA,2024-03-01,TENC,CNIOR,5578224.399999997,7.806303654762633,9.611687594249497,8.842752586709537,48053.316616614844,0.03,0.10,0.92,f,0.025,,TRANSACCIONES ENERGÉTICAS S.A.S. EMPRESA DE SERVICIOS PÚBLICOS E.S.P,7.806303654762633,-0.7689350075399606,-8.000000000000009,
ANTIOQUIA,2024-03-01,ETTC,CNIOR,24218641.629999984,33.892159424360095,41.73048637208739,38.3920474623204,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENERTOTAL S.A. E.S.P.,33.892159424360095,-3.3384389097669924,-8.000000000000004,
ANTIOQUIA,2024-03-01,ESSC,CNIOR,220904055.97000003,309.13853868455016,380.63380424176677,350.18309990242545,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,309.13853868455016,-30.450704339341314,-7.999999999999993,
ANTIOQUIA,2024-03-01,CASC,CNIOR,49885593.030000046,69.81111896288915,85.95651613768547,79.07999484667063,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE CASANARE S.A. ESP,69.81111896288915,-6.876521291014839,-8.000000000000002,
ANTIOQUIA,2024-03-01,DLRC,CNIOR,456313.50000000035,0.6385762721857395,0.7862614503350875,0.7233605343082805,48053.316616614844,0.03,0.10,0.92,f,0.025,,DICELER S.A. E.S.P.,0.6385762721857395,-0.06290091602680703,-8.000000000000004,
ANTIOQUIA,2024-03-01,NEUC,CNIOR,20376744.71999999,28.515714925326634,35.11061771491533,32.301768297722106,48053.316616614844,0.03,0.10,0.92,f,0.025,,NEU ENERGY S.A.S E.S.P,28.515714925326634,-2.8088494171932226,-7.999999999999989,
ANTIOQUIA,2024-03-01,EPSC,CNIOR,251266034.9900003,351.62783470312814,432.94970911705303,398.3137323876888,48053.316616614844,0.03,0.10,0.92,f,0.025,,CELSIA COLOMBIA S.A. E.S.P.,351.62783470312814,-34.635976729364245,-8,
ANTIOQUIA,2024-03-01,ESVC,CNIOR,410421.1000000001,0.5743533252125359,0.707185497106971,0.6506106573384134,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA SIGLO XXI EICE ESP,0.5743533252125359,-0.056574839768557594,-7.999999999999988,
ANTIOQUIA,2024-03-01,CNSC,CNIOR,158764725.61999983,222.17924002031756,273.56320474417964,251.67814836464527,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,222.17924002031756,-21.885056379534376,-8.000000000000002,
ANTIOQUIA,2024-03-01,EMIC,CNIOR,224899917.0700001,314.7304444366483,387.5189644305923,356.5174472761449,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,314.7304444366483,-31.001517154447413,-8.000000000000007,
ANTIOQUIA,2024-03-01,GNCC,CNIOR,130537991.27000009,182.67805761567695,224.92648220966328,206.93236363289023,48053.316616614844,0.03,0.10,0.92,f,0.025,,VATIA S.A. E.S.P.,182.67805761567695,-17.994118576773047,-7.999999999999993,
ANTIOQUIA,2024-03-01,EPTC,CNIOR,6924922.330000007,9.690905674864291,11.932146374463247,10.977574664506188,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. E.S.P.,9.690905674864291,-0.9545717099570599,-8,
ANTIOQUIA,2024-03-01,BIAC,CNIOR,16227975.660000011,22.709826034258718,27.96198595578281,25.725027079320185,48053.316616614844,0.03,0.10,0.92,f,0.025,,BIA ENERGY S.A.S. E.S.P,22.709826034258718,-2.2369588764626265,-8.000000000000005,
ANTIOQUIA,2024-03-01,CDNC,CNIOR,65894045.87,92.21373939386122,113.54024825956924,104.4570283988037,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,92.21373939386122,-9.083219860765539,-8,
ANTIOQUIA,2024-03-01,EBPC,CNIOR,7584814.39000001,10.614374762935913,13.06918853552184,12.023653452680094,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO S.A. E.S.P.,10.614374762935913,-1.045535082841747,-7.999999999999997,
ANTIOQUIA,2024-03-01,CMMC,CNIOR,745972976.0900005,1043.9328273716512,1285.3658594174947,1182.536590664095,48053.316616614844,0.03,0.10,0.92,f,0.025,,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,1043.9328273716512,-102.82926875339967,-8.000000000000007,
ANTIOQUIA,2024-03-01,VICC,CNIOR,273194.6799999998,0.38231531684987574,0.47073436424876725,0.43307561510886583,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGÍA ELÉCTRICA DEL DEPARTAMENTO DEL VICHADA,0.38231531684987574,-0.037658749139901415,-8.000000000000007,
ANTIOQUIA,2024-03-01,HLAC,CNIOR,87664931.90000004,122.68044976560785,151.05307315961647,138.96882730684717,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,122.68044976560785,-12.0842458527693,-7.999999999999988,
ANTIOQUIA,2024-03-01,CHCC,CNIOR,92726466.78999999,129.76368548314466,159.77446703363734,146.99250967094636,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BENEFICIO E INTERES COLECTIVO,129.76368548314466,-12.781957362690974,-7.999999999999992,
ANTIOQUIA,2024-03-01,CQTC,CNIOR,26347091.06999998,36.8707636272404,45.39796003582801,41.76612323296177,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL CAQUETA S.A. E.S.P.,36.8707636272404,-3.631836802866239,-7.999999999999997,
ANTIOQUIA,2024-03-01,EVSC,CNIOR,1158987.660000001,1.6219156773404106,1.9970202908133763,1.8372586675483062,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.,1.6219156773404106,-0.15976162326507004,-7.999999999999997,
ANTIOQUIA,2024-03-01,EMSC,CNIOR,102608895.99000008,143.5933986051004,176.80261350667809,162.65840442614385,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL META S.A. E.S.P.,143.5933986051004,-14.144209080534239,-7.9999999999999964,
ANTIOQUIA,2024-03-01,SCEC,CNIOR,381164.81999999995,0.5334113714451757,0.656774792308166,0.6042328089235127,48053.316616614844,0.03,0.10,0.92,f,0.025,,SOL & CIELO ENERGIA S.A.S. E.S.P,0.5334113714451757,-0.052541983384653324,-8.000000000000005,
ANTIOQUIA,2024-03-01,ENDC,CIOR,918555479.4199986,1285.4490034675878,0,0,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENEL COLOMBIA SA ESP,49338.765620082435,49338.765620082435,,3738.2514971023893
ANTIOQUIA,2024-03-01,ENBC,CNIOR,4980749.080000002,6.970182079204211,8.58219402975356,7.8956185073732765,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENERBIT S.A.S. E.S.P.,6.970182079204211,-0.6865755223802843,-7.999999999999993,
ANTIOQUIA,2024-03-01,EGVC,CNIOR,7663006.540000011,10.723798770030134,13.203919314391674,12.147605769240341,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE S.A. E.S.P.,10.723798770030134,-1.0563135451513332,-7.999999999999995,
ANTIOQUIA,2024-03-01,ENIC,CNIOR,30274260.970000017,42.36654123404376,52.16476027576464,47.99157945370347,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGÍA DE ARAUCA E.S.P.,42.36654123404376,-4.17318082206117,-7.999999999999997,
ANTIOQUIA,2024-03-01,ASCC,CNIOR,1592295.069999999,2.2282966645087856,2.743640569695194,2.5241493241195787,48053.316616614844,0.03,0.10,0.92,f,0.025,,A.S.C. INGENIERIA S.A. E.S.P.,2.2282966645087856,-0.2194912455756155,-7.999999999999999,
ANTIOQUIA,2024-03-01,HIMC,CNIOR,995758.0200000003,1.3934881269360928,1.7157637128596779,1.5785026158309037,48053.316616614844,0.03,0.10,0.92,f,0.025,,GESTION ENERGETICA S.A. E.S.P.,1.3934881269360928,-0.1372610970287742,-7.999999999999999,
ANTIOQUIA,2024-03-01,EDQC,CNIOR,41648412.29000002,58.28380677451561,71.76325278846468,66.02219256538751,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P.,58.28380677451561,-5.74106022307717,-7.999999999999993,
ANTIOQUIA,2024-03-01,EDPC,CNIOR,22489696.980000008,31.472631995492744,38.75138860693675,35.651277518381804,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P.,31.472631995492744,-3.1001110885549465,-8.000000000000016,
ANTIOQUIA,2024-03-01,RTQC,CNIOR,6681057.180000002,9.34963481962328,11.511948930107147,10.590993015698574,48053.316616614844,0.03,0.10,0.92,f,0.025,,RUITOQUE S.A. E.S.P.,9.34963481962328,-0.920955914408573,-8.00000000000001,
ANTIOQUIA,2024-03-01,CSSC,CNIOR,696453469.8899994,974.6340192722299,1200.0401375953477,1104.03692658772,48053.316616614844,0.03,0.10,0.92,f,0.025,,AIR- E S.A.S. E.S.P.,974.6340192722299,-96.00321100762767,-7.999999999999988,
ANTIOQUIA,2024-03-01,EMPC,CNIOR,1256516.2900000007,1.7583996274685179,2.1650692353942262,1.9918636965626884,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA,1.7583996274685179,-0.1732055388315379,-7.99999999999999,
ANTIOQUIA,2024-03-01,ESOC,CNIOR,418582.60000000015,0.585774727922392,0.7212483570199691,0.6635484884583716,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE SERVICIOS PÚBLICOS DEL OCCIDENTE COLOMBIANO,0.585774727922392,-0.05769986856159759,-8.000000000000009,
ANTIOQUIA,2024-03-01,EXEC,CNIOR,14166387.260000004,19.824788806008037,24.409718741733702,22.456941242395004,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENEL X COLOMBIA S.A.S ESP,19.824788806008037,-1.9527774993386977,-8.000000000000005,
ANTIOQUIA,2024-03-01,QIEC,CNIOR,21845382.989999995,30.5709632395797,37.641188596968604,34.629893509211115,48053.316616614844,0.03,0.10,0.92,f,0.025,,QI ENERGY S.A.S. E.S.P.,30.5709632395797,-3.011295087757489,-8.000000000000002,
ANTIOQUIA,2024-03-01,PEEC,CNIOR,449738.3699999994,0.6293748744525205,0.7749320216639164,0.712937459930803,48053.316616614844,0.03,0.10,0.92,f,0.025,,PROFESIONALES EN ENERGIA S.A. E.S.P.,0.6293748744525205,-0.06199456173311335,-8.000000000000005,
ANTIOQUIA,2024-03-01,ITLC,CNIOR,61605.689999999966,0.08621250930693534,0.10615109824340882,0.09765901038393611,48053.316616614844,0.03,0.10,0.92,f,0.025,,ITALCOL ENERGIA S.A. E.S.P.,0.08621250930693534,-0.00849208785947271,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,EEPC,CNIOR,59224248.83000005,0.9713042399186586,1.1959402715998988,1.1002650498719069,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,0.9713042399186586,-0.09567522172799192,-8.000000000000002,
BAJO PUTUMAYO,2024-03-01,EBSC,CNIOR,78546571.39000005,1.2881989949956882,1.5861240923635607,1.4592341649744758,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE BOYACA S.A. E.S.P.,1.2881989949956882,-0.1268899273890849,-8.000000000000002,
BAJO PUTUMAYO,2024-03-01,CETC,CNIOR,15794851.679999983,0.259042650751174,0.31895211136035073,0.29343594245152266,48053.316616614844,0.03,0.10,0.92,f,0.025,,COMPAÑIA DE ELECTRICIDAD DE TULUA S.A. E.S.P.,0.259042650751174,-0.025516168908828074,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,CEOC,CNIOR,58812627.54000002,0.9645534661711442,1.1876282290314573,1.0926179707089405,48053.316616614844,0.03,0.10,0.92,f,0.025,,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S. ESP,0.9645534661711442,-0.09501025832251675,-8.000000000000014,
BAJO PUTUMAYO,2024-03-01,TPLC,CNIOR,844955.8799999993,0.013857655352354089,0.017062550974985997,0.015697546896987116,48053.316616614844,0.03,0.10,0.92,f,0.025,,TERPEL ENERGÍA S.A.S. E.S.P.,0.013857655352354089,-0.0013650040779988812,-8.000000000000009,
BAJO PUTUMAYO,2024-03-01,EPMC,CNIOR,665226090.3700004,10.910006202621403,13.433191419212068,12.358536105675102,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESAS PUBLICAS DE MEDELLIN E.S.P.,10.910006202621403,-1.074655313536967,-8.00000000000001,
BAJO PUTUMAYO,2024-03-01,EMEC,CNIOR,1253696.9000000006,0.020561191380211178,0.025316431034756455,0.023291116551975938,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA MUNICIPAL DE ENERGIA ELECTRICA S.A. E.S.P.,0.020561191380211178,-0.0020253144827805172,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,TENC,CNIOR,5578224.399999997,0.09148538171400404,0.1126434414243152,0.10363196611036998,48053.316616614844,0.03,0.10,0.92,f,0.025,,TRANSACCIONES ENERGÉTICAS S.A.S. EMPRESA DE SERVICIOS PÚBLICOS E.S.P,0.09148538171400404,-0.009011475313945222,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,ETTC,CNIOR,24218641.629999984,0.3971965835786776,0.4890572598379847,0.4499326790509459,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENERTOTAL S.A. E.S.P.,0.3971965835786776,-0.03912458078703879,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,ESSC,CNIOR,220904055.97000003,3.622925582303067,4.460808907051204,4.103944194487108,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,3.622925582303067,-0.35686471256409646,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,CASC,CNIOR,49885593.030000046,0.8181460968796839,1.0073608505946874,0.9267719825471125,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE CASANARE S.A. ESP,0.8181460968796839,-0.08058886804757492,-7.999999999999993,
BAJO PUTUMAYO,2024-03-01,DLRC,CNIOR,456313.50000000035,0.007483746033729521,0.009214531241944,0.00847736874258848,48053.316616614844,0.03,0.10,0.92,f,0.025,,DICELER S.A. E.S.P.,0.007483746033729521,-0.00073716249935552,-8,
BAJO PUTUMAYO,2024-03-01,NEUC,CNIOR,20376744.71999999,0.33418775135650985,0.41147621280448027,0.37855811578012183,48053.316616614844,0.03,0.10,0.92,f,0.025,,NEU ENERGY S.A.S E.S.P,0.33418775135650985,-0.03291809702435844,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,EPSC,CNIOR,251266034.9900003,4.1208756540566,5.0739211736114544,4.668007479722538,48053.316616614844,0.03,0.10,0.92,f,0.025,,CELSIA COLOMBIA S.A. E.S.P.,4.1208756540566,-0.40591369388891607,-7.999999999999995,
BAJO PUTUMAYO,2024-03-01,ESVC,CNIOR,410421.1000000001,0.006731090093288727,0.008287806624838013,0.007624782094850971,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA SIGLO XXI EICE ESP,0.006731090093288727,-0.000663024529987042,-8.00000000000001,
BAJO PUTUMAYO,2024-03-01,CNSC,CNIOR,158764725.61999983,2.6038126981884786,3.206003163053809,2.949522910009504,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. E.S.P.,2.6038126981884786,-0.2564802530443049,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,EMIC,CNIOR,224899917.0700001,3.6884594962864568,4.541499018004353,4.178179096564004,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESAS MUNICIPALES DE CALI E.I.C.E. E.S.P.,3.6884594962864568,-0.36331992144034864,-8.00000000000001,
BAJO PUTUMAYO,2024-03-01,GNCC,CNIOR,130537991.27000009,2.140881596573148,2.6360087939936645,2.425128090474171,48053.316616614844,0.03,0.10,0.92,f,0.025,,VATIA S.A. E.S.P.,2.140881596573148,-0.21088070351949328,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,EPTC,CNIOR,6924922.330000007,0.11357183169251514,0.1398378815393817,0.12865085101623117,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. E.S.P.,0.11357183169251514,-0.011187030523150537,-8,
BAJO PUTUMAYO,2024-03-01,BIAC,CNIOR,16227975.660000011,0.26614607825756675,0.3276983668302095,0.3014824974837927,48053.316616614844,0.03,0.10,0.92,f,0.025,,BIA ENERGY S.A.S. E.S.P,0.26614607825756675,-0.026215869346416787,-8.000000000000009,
BAJO PUTUMAYO,2024-03-01,CDNC,CNIOR,65894045.87,1.0806919024442696,1.3306263003991894,1.2241761963672544,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRALES ELECTRICAS DE NARIÑO S.A. E.S.P.,1.0806919024442696,-0.106450104031935,-7.999999999999989,
BAJO PUTUMAYO,2024-03-01,EBPC,CNIOR,7584814.39000001,0.12439435740502336,0.1531633606303593,0.14091029177993056,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO S.A. E.S.P.,0.12439435740502336,-0.012253068850428733,-7.999999999999993,
BAJO PUTUMAYO,2024-03-01,CMMC,CNIOR,745972976.0900005,12.234291339359768,15.06374738820405,13.858647597147726,48053.316616614844,0.03,0.10,0.92,f,0.025,,CARIBEMAR DE LA COSTA S.A.S. E.S.P.,12.234291339359768,-1.2050997910563233,-7.999999999999995,
BAJO PUTUMAYO,2024-03-01,VICC,CNIOR,273194.6799999998,0.004480515266118585,0.0055167355644592814,0.005075396719302539,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGÍA ELÉCTRICA DEL DEPARTAMENTO DEL VICHADA,0.004480515266118585,-0.00044133884515674265,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,HLAC,CNIOR,87664931.90000004,1.4377441964872686,1.7702549975300816,1.628634597727675,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,1.4377441964872686,-0.1416203998024066,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,CHCC,CNIOR,92726466.78999999,1.5207556385279288,1.8724647094410687,1.7226675326857832,48053.316616614844,0.03,0.10,0.92,f,0.025,,CENTRAL HIDROELECTRICA DE CALDAS S.A. E.S.P. BENEFICIO E INTERES COLECTIVO,1.5207556385279288,-0.14979717675528548,-7.999999999999999,
BAJO PUTUMAYO,2024-03-01,CQTC,CNIOR,26347091.06999998,0.43210410889755113,0.5320379383885386,0.48947490331745547,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL CAQUETA S.A. E.S.P.,0.43210410889755113,-0.042563035071083166,-8.000000000000014,
BAJO PUTUMAYO,2024-03-01,EVSC,CNIOR,1158987.660000001,0.01900791737186487,0.023403927348407558,0.021531613160534955,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL VALLE DE SIBUNDOY S.A. E.S.P.,0.01900791737186487,-0.0018723141878726028,-7.999999999999992,
BAJO PUTUMAYO,2024-03-01,EMSC,CNIOR,102608895.99000008,1.6828319091820152,2.072024776389998,1.9062627942787982,48053.316616614844,0.03,0.10,0.92,f,0.025,,ELECTRIFICADORA DEL META S.A. E.S.P.,1.6828319091820152,-0.16576198211119975,-7.9999999999999964,
BAJO PUTUMAYO,2024-03-01,SCEC,CNIOR,381164.81999999995,0.006251273981313777,0.007697022205610743,0.007081260429161884,48053.316616614844,0.03,0.10,0.92,f,0.025,,SOL & CIELO ENERGIA S.A.S. E.S.P,0.006251273981313777,-0.0006157617764488595,-8,
BAJO PUTUMAYO,2024-03-01,ENDC,CIOR,918555479.4199986,15.06472178857283,0,0,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENEL COLOMBIA SA ESP,48068.381338403415,48068.381338403415,,318979.11751058773
BAJO PUTUMAYO,2024-03-01,ENBC,CNIOR,4980749.080000002,0.08168651852827485,0.10057836992756913,0.0925321003333636,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENERBIT S.A.S. E.S.P.,0.08168651852827485,-0.008046269594205527,-7.9999999999999964,
BAJO PUTUMAYO,2024-03-01,EGVC,CNIOR,7663006.540000011,0.12567674373028284,0.15474232774189509,0.14236294152254347,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA ELECTRICA DEL DEPARTAMENTO DEL GUAVIARE S.A. E.S.P.,0.12567674373028284,-0.012379386219351612,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,ENIC,CNIOR,30274260.970000017,0.4965114563963808,0.6113409389264854,0.5624336638123666,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGÍA DE ARAUCA E.S.P.,0.4965114563963808,-0.04890727511411885,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,ASCC,CNIOR,1592295.069999999,0.02611435321251629,0.03215388689773234,0.029581575945913752,48053.316616614844,0.03,0.10,0.92,f,0.025,,A.S.C. INGENIERIA S.A. E.S.P.,0.02611435321251629,-0.002572310951818587,-8,
BAJO PUTUMAYO,2024-03-01,HIMC,CNIOR,995758.0200000003,0.016330878075554105,0.020107762283400103,0.018499141300728092,48053.316616614844,0.03,0.10,0.92,f,0.025,,GESTION ENERGETICA S.A. E.S.P.,0.016330878075554105,-0.0016086209826720113,-8.000000000000016,
BAJO PUTUMAYO,2024-03-01,EDQC,CNIOR,41648412.29000002,0.6830526387810556,0.841023980714069,0.7737420622569435,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DEL QUINDIO S.A. E.S.P.,0.6830526387810556,-0.0672819184571255,-7.999999999999997,
BAJO PUTUMAYO,2024-03-01,EDPC,CNIOR,22489696.980000008,0.36884111597367536,0.4541439502536382,0.41781243423334713,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DISTRIBUIDORA DEL PACIFICO S.A. E.S.P.,0.36884111597367536,-0.036331516020291055,-8,
BAJO PUTUMAYO,2024-03-01,RTQC,CNIOR,6681057.180000002,0.10957233387122035,0.13491340956233872,0.12412033679735161,48053.316616614844,0.03,0.10,0.92,f,0.025,,RUITOQUE S.A. E.S.P.,0.10957233387122035,-0.010793072764987102,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,CSSC,CNIOR,696453469.8899994,11.422149230663658,14.063779083594282,12.93867675690674,48053.316616614844,0.03,0.10,0.92,f,0.025,,AIR- E S.A.S. E.S.P.,11.422149230663658,-1.1251023266875428,-8.000000000000002,
BAJO PUTUMAYO,2024-03-01,EMPC,CNIOR,1256516.2900000007,0.02060743064056626,0.02537336416787267,0.023343495034442857,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA,0.02060743064056626,-0.0020298691334298125,-7.9999999999999964,
BAJO PUTUMAYO,2024-03-01,ESOC,CNIOR,418582.60000000015,0.0068649423533123375,0.008452615241569988,0.007776406022244389,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE SERVICIOS PÚBLICOS DEL OCCIDENTE COLOMBIANO,0.0068649423533123375,-0.000676209219325599,-8,
BAJO PUTUMAYO,2024-03-01,EXEC,CNIOR,14166387.260000004,0.23233510397851775,0.286067841500958,0.26318241418088134,48053.316616614844,0.03,0.10,0.92,f,0.025,,ENEL X COLOMBIA S.A.S ESP,0.23233510397851775,-0.022885427320076646,-8.000000000000004,
BAJO PUTUMAYO,2024-03-01,QIEC,CNIOR,21845382.989999995,0.35827407759515045,0.44113304570999284,0.4058424020531934,48053.316616614844,0.03,0.10,0.92,f,0.025,,QI ENERGY S.A.S. E.S.P.,0.35827407759515045,-0.03529064365679946,-8.000000000000007,
BAJO PUTUMAYO,2024-03-01,PEEC,CNIOR,449738.3699999994,0.007375910953113315,0.009081756864668614,0.008355216315495125,48053.316616614844,0.03,0.10,0.92,f,0.025,,PROFESIONALES EN ENERGIA S.A. E.S.P.,0.007375910953113315,-0.0007265405491734891,-8,
BAJO PUTUMAYO,2024-03-01,ITLC,CNIOR,61605.689999999966,0.001010360943063639,0.0012440297190122935,0.0011445073414913102,48053.316616614844,0.03,0.10,0.92,f,0.025,,ITALCOL ENERGIA S.A. E.S.P.,0.001010360943063639,-9.952237752098333e-05,-7.999999999999988,
NORTE DE SANTANDER,2024-03-01,EEPC,CNIOR,59224248.83000005,18.81356538095462,23.164627072301844,21.311456906517694,48053.316616614844,0.03,0.10,0.92,f,0.025,,EMPRESA DE ENERGIA DE PEREIRA S.A. E.S.P.,18.81356538095462,-1.8531701657841495,-8.000000000000009,
